delta X,delta width (geo),delta volume (appGeo)
-2.000000000000000e-02,3.172271706537444e-04,-2.000000000000002e-02
-1.000000000000000e-02,1.586780507367713e-04,-9.999999999999787e-03
0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.000000000000000e-02,-1.588072470342095e-04,1.000000000000001e-02
2.000000000000000e-02,-3.177439567330076e-04,2.000000000000002e-02
3.000000000000000e-02,-4.768103963552761e-04,3.000000000000003e-02
4.000000000000000e-02,-6.360068340575120e-04,4.000000000000004e-02
5.000000000000000e-02,-7.953335388964922e-04,5.000000000000004e-02
6.000000000000000e-02,-9.547907808343803e-04,6.000000000000005e-02
7.000000000000001e-02,-1.114378830742613e-03,6.999999999999984e-02
8.000000000000000e-02,-1.274097960405562e-03,7.999999999999985e-02
9.000000000000000e-02,-1.433948442527422e-03,9.000000000000030e-02
1.000000000000000e-01,-1.593930550732647e-03,1.000000000000003e-01
1.100000000000000e-01,-1.754044559573176e-03,1.100000000000003e-01
1.200000000000000e-01,-1.914290744531644e-03,1.200000000000003e-01
1.300000000000000e-01,-2.074669382025385e-03,1.299999999999999e-01
1.400000000000000e-01,-2.235180749413201e-03,1.400000000000001e-01
1.500000000000000e-01,-2.395825124995699e-03,1.499999999999997e-01
1.600000000000000e-01,-2.556602788023832e-03,1.599999999999999e-01
1.700000000000000e-01,-2.717514018700906e-03,1.699999999999999e-01
1.800000000000000e-01,-2.878559098188016e-03,1.799999999999999e-01
1.900000000000000e-01,-3.039738308608486e-03,1.899999999999999e-01
2.000000000000000e-01,-3.201051933051646e-03,2.000000000000000e-01
2.100000000000000e-01,-3.362500255579826e-03,2.100000000000000e-01
2.200000000000000e-01,-3.524083561229685e-03,2.200000000000002e-01
2.300000000000000e-01,-3.685802136019434e-03,2.300000000000000e-01
2.400000000000000e-01,-3.847656266952160e-03,2.399999999999998e-01
2.500000000000000e-01,-4.009646242021159e-03,2.500000000000000e-01
2.600000000000000e-01,-4.171772350214598e-03,2.600000000000002e-01
2.700000000000000e-01,-4.334034881520288e-03,2.700000000000000e-01
2.800000000000000e-01,-4.496434126929905e-03,2.800000000000000e-01
2.900000000000000e-01,-4.658970378445093e-03,2.900000000000000e-01
3.000000000000000e-01,-4.821643929080799e-03,3.000000000000000e-01
3.100000000000000e-01,-4.984455072871374e-03,3.100000000000001e-01
3.200000000000000e-01,-5.147404104875242e-03,3.200000000000003e-01
3.300000000000000e-01,-5.310491321178890e-03,3.300000000000003e-01
3.400000000000000e-01,-5.473717018903645e-03,3.400000000000001e-01
3.500000000000000e-01,-5.637081496208896e-03,3.500000000000001e-01
3.600000000000000e-01,-5.800585052298413e-03,3.599999999999999e-01
3.700000000000000e-01,-5.964227987424464e-03,3.700000000000001e-01
3.800000000000000e-01,-6.128010602893585e-03,3.799999999999997e-01
3.900000000000000e-01,-6.291933201071576e-03,3.900000000000001e-01
4.000000000000000e-01,-6.455996085389493e-03,3.999999999999999e-01
4.100000000000000e-01,-6.620199560346318e-03,4.099999999999999e-01
4.200000000000000e-01,-6.784543931517173e-03,4.200000000000002e-01
4.300000000000000e-01,-6.949029505556537e-03,4.300000000000002e-01
4.400000000000000e-01,-7.113656590205020e-03,4.399999999999999e-01
4.500000000000000e-01,-7.278425494293583e-03,4.500000000000000e-01
4.600000000000000e-01,-7.443336527749089e-03,4.600000000000002e-01
4.700000000000000e-01,-7.608390001600851e-03,4.700000000000000e-01
4.800000000000000e-01,-7.773586227984519e-03,4.799999999999998e-01
4.900000000000000e-01,-7.938925520147411e-03,4.900000000000000e-01
5.000000000000000e-01,-8.104408192456614e-03,5.000000000000000e-01
